1,0.7,0.75,2,
2,0.7,1.53,3,
3,0.7,2.26,4,
4,0.7,3,5,
5,1.88,3,6,8
6,2.78,3,7,9
7,3.68,3,10,
8,1.88,3.9,21,
9,2.78,3.9,22,
10,3.68,3.9,23,
11,4.71,3.95,12,
12,4.71,1.7,13,16
13,4.01,1.7,14,17
14,3.31,1.7,15,18
15,2.61,1.7,19,
16,4.71,0.8,24,
17,4.01,0.8,25,
18,3.31,0.8,26,
19,2.61,0.8,27,
20,1.33,0.75,1,
21,1.88,3.95,22,
22,2.78,3.95,23,
23,3.68,3.95,11,
24,4.71,0.75,25,
25,4.01,0.75,26,
26,3.31,0.75,27,
27,2.61,0.75,20,
