170,2.38,3.9,1,171,0,
171,2.48,3.9,1,172,0,
172,2.58,3.9,1,173,0,
173,2.68,3.9,1,174,0,
174,2.78,3.9,1,175,0,
175,2.78,3.9,1,176,0,
176,2.88,3.9,1,177,0,
177,2.98,3.9,1,178,0,
178,3.08,3.9,1,179,0,
179,3.18,3.9,1,180,180,
180,3.28,3.9,1,181,0,
181,3.38,3.9,1,182,0,
182,3.48,3.9,1,183,0,
183,3.58,3.9,1,184,0,
184,3.68,3.9,1,68,0,
185,2.78,3.1,1,186,0,
186,2.78,3.2,1,187,0,
187,2.78,3.3,1,188,0,
188,2.78,3.4,1,189,0,
189,2.78,3.5,1,190,0,
190,2.78,3.6,1,191,0,
191,2.78,3.7,1,192,0,
192,2.78,3.8,1,193,0,
193,2.78,3.9,1,175,0,
194,4.71,1.6,1,195,0,
195,4.71,1.5,1,196,0,
196,4.71,1.4,1,197,0,
197,4.71,1.3,1,198,0,
198,4.71,1.2,1,199,0,
199,4.71,1.1,1,200,0,
200,4.71,1,1,201,0,
201,4.71,0.9,1,202,0,
202,4.71,0.8,1,203,0,
203,4.71,0.8,1,204,0,
204,4.61,0.8,1,205,0,
205,4.51,0.8,1,206,0,
206,4.41,0.8,1,207,0,
207,4.31,0.8,1,208,208,
208,4.21,0.8,1,209,0,
209,4.11,0.8,1,210,0,
210,4.01,0.8,1,211,0,
211,4.01,0.8,1,212,0,
212,3.91,0.8,1,213,0,
213,3.81,0.8,1,214,0,
214,3.71,0.8,1,215,0,
215,3.61,0.8,1,216,216,
216,3.51,0.8,1,217,0,
217,3.41,0.8,1,218,0,
218,3.31,0.8,1,219,0,
219,3.31,0.8,1,220,0,
220,3.21,0.8,1,221,0,
221,3.11,0.8,1,222,0,
222,3.01,0.8,1,223,0,
223,2.91,0.8,1,224,224,
224,2.81,0.8,1,225,0,
225,2.71,0.8,1,226,0,
226,2.61,0.8,1,136,0,
227,4.01,1.6,1,228,0,
228,4.01,1.5,1,229,0,
229,4.01,1.4,1,230,0,
230,4.01,1.3,1,231,0,
231,4.01,1.2,1,232,0,
232,4.01,1.1,1,233,0,
233,4.01,1,1,234,0,
234,4.01,0.9,1,235,0,
235,4.01,0.8,1,210,0,
236,3.31,1.6,1,237,0,
237,3.31,1.5,1,238,0,
238,3.31,1.4,1,239,0,
239,3.31,1.3,1,240,0,
240,3.31,1.2,1,241,0,
241,3.31,1.1,1,242,0,
242,3.31,1,1,243,0,
243,3.31,0.9,1,244,0,
244,3.31,0.8,1,218,0,
